,Title,Authors,Abstract,Journal Title,Link,Published Date,Volume,Pages,
280,Insurance in Sociolegal Research, Tom Baker,"Insurance has a long history in sociolegal research, most prominently as a window on accident compensation and related tort law in action. Recent work has extended that research, with the result that tort law in action may be the best mapped of any legal field outside criminal law. Sociological research has begun to explore insurance as a form of governance, with effects in many legal fields and across the economy. This article reviews developments in both bodies of work. It examines the relationship between liability insurance and tort law in action using the metaphors of window and frame, as well as reviews research on insurance as governance. The conclusion returns to insurance as governance in the context of liability insurance, arguing that this is an especially promising field for sociolegal research.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102209-152839,Dec-10,Vol. 6,433-447 ,
281,The Debate over African American Reparations, John Torpey and  Maxine Burkett,"This article offers an overview of the debate over reparations for African Americans in the United States. We state the point in this way because there is little consensus about the cause of action for which reparations are sought, whether for slavery or segregation; for that matter, there is little agreement on the type of remedy reparations might effect. This raises the question of political mobilization for and popular views of reparations for African Americans. It is well known that whites and African Americans have very different perspectives on this issue. We seek to address the underlying reasons for and significance of this dissensus, stressing peculiarities of American political culture. Less discussed, however, have been the consequences for the reparations debate of recent historical developments in the United States—in particular, the election of Barack Obama as president of the United States. In addition to assessing the significance of these developments for the debate over reparations, we point to several new directions that the notion of reparations appears to be taking. We conclude with some thoughts about how reparations—understood chiefly in terms of their larger aim of enhancing racial equality—might realistically be achieved.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102209-152901,Dec-10,Vol. 6,449-467 ,
282,"Comparative Studies of Law, Slavery, and Race in the Americas", Alejandro de la Fuente and  Ariela Gross,"This review surveys the historical research comparing U.S. and Latin American law and slavery and describes how it has informed the development of legal studies of slavery in the Americas. The first generation of comparative work on race and slavery relied heavily on law to draw sharp contrasts between U.S. and Latin American slavery. Revisionist social historians criticized those scholars for providing a misleading top-down history of slavery based on metropolitan codes and instead emphasized demographic and economic factors that suggested pronounced variation in slavery regimes. However, social historians who study relationships of power in slaves' lives have found that they must reckon with law and legal institutions. Recently, legal historians have also begun to explore slave law from the bottom up: through slaves' claims in court, trial-level adjudications, and interactions among ordinary people and low-level government officials. Most studies of slavery stay within one national context, but a few scholars have begun comparative work once more, some examining slavery and freedom in the transnational context of the Atlantic world, others attempting comparisons of manumission in localities across legal regimes.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102209-152924,Dec-10,Vol. 6,469-485 ,
283,Understanding Law and Race as Mutually Constitutive: An Invitation to Explore an Emerging Field, Laura E. Gómez,"This article argues that law and race coconstruct each other. The idea that race is socially constructed has become widely accepted, and studies increasingly have explored law's role in shaping racial categories, racial conflict, racial ideology, and the racial order. Fewer studies have utilized a well-developed concept of race to examine how it has affected legislation, legal processes, legal ideology, and so forth. To explore how law and race are mutually constitutive, I draw on examples from a dozen monographs (all but one published since 1999) that are in-depth case studies of how law and race have interacted in diverse geographical regions over the past 400years. Cumulatively, they present new insights about how law and race are coconstructed to reproduce and transform racial inequality in society. They represent an emerging genre of sociolegal studies that reveals how law and race shape each other in an ongoing, dialectic process.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131508,Dec-10,Vol. 6,487-505 ,
284,The Comparative Politics of Carbon Taxation, Kathryn Harrison,"Cap and trade and carbon taxes offer the prospect of reducing greenhouse gas emissions at a lower cost to society than conventional regulation. Between these two market-based approaches, however, carbon taxes offer significant advantages, including transparency and predictability of costs, ease of implementation, and application to small and large sources alike. This article thus seeks to inform our understanding of the conditions under which carbon taxes are politically viable by comparing the experience of four jurisdictions: Finland and Denmark, which adopted carbon taxes; Germany, which adopted a related energy tax; and Canada, which rejected a carbon tax. The cases highlight the role of policy entrepreneurs in advancing academic theories about environmental taxation. However, the impact of those ideas was conditional on voters' attention to either the environmental or economic benefits of carbon taxes. Even then, business tended to be more attentive, thus winning tax concessions relative to households. Proportional electoral systems tended to facilitate adoption of carbon taxes, whereas international institutions had mixed effects, in some cases advancing harmonization and in others undermining resolve for unilateral taxation.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131545,Dec-10,Vol. 6,507-529 ,
285,"Capitalism, Governance, and Authority: The Case of Corporate Social Responsibility", Ronen Shamir,"The career of corporate social responsibility (CSR) indicates that it evolved into a field of private and self-regulation that bears all the hallmarks of new governance. Accordingly, this review offers an analysis of CSR as a reflection on the governance turn in sociolegal studies. It relies on the literature to show (a) that socially responsible corporate practices developed in response to public critique of corporate powers and (b) that the emergent field of CSR shows capitalism's ability to transform critique into commercial and managerial assets. Devoting specific attention to the role of academic research and theory in consolidating the framework of new governance, the review reflects upon the trajectory of law in latter-day capitalism and theorizes governance as the privatization of the sources and instruments of authority.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102209-153000,Dec-10,Vol. 6,531-553 ,
286,Toward a New Legal Empiricism: Empirical Legal Studies and New Legal Realism, Mark C. Suchman and  Elizabeth Mertz,"The past decade has seen a return of interest in empirical research within the U.S. legal academy, hearkening back to a similar empirical turn during the ascendancy of Legal Realism in the New Deal era. However, the current revival of legal empiricism has emerged against the backdrop of several well-established traditions of empirical sociolegal research in the interdisciplinary law-and-society movement and in the social science disciplines. This article examines two of the most prominent manifestations of the “new” legal empiricism, empirical legal studies (ELS) and new legal realism (NLR), and it situates them within the preexisting sociolegal terrain. The analysis concludes by considering possible futures for empirical research on law.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131617,Dec-10,Vol. 6,555-579 ,
287,Empirical Legal Scholarship in Law Reviews, Shari Seidman Diamond and  Pam Mueller,"Despite persistent calls for more empirical legal scholarship, only recently have scholars provided evidence that empirical legal scholarship has indeed entered the mainstream of the legal academy. Defining empirical scholarship as the systematic organization of a series of observations with the method of data collection and analysis made available to the audience, we analyzed the content of 60 law review volumes published in the years 1998 and 2008. Our content analysis revealed that by 2008 nearly half of law review articles included some empirical content. Production of original research is less common. The highest-ranked law reviews published more articles and included more complex research designs. Analyzing the benefits and costs of publishing in law reviews, we predict that law reviews will see more original empirical scholarship in the future, despite the increased availability of peer-reviewed publication outlets.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102209-152848,Dec-10,Vol. 6,581-599 ,
288,Bureaucratic Ethics: IRBs and the Legal Regulation of Human Subjects Research, Carol A. Heimer and  JuLeigh Petty,"Much of the literature on human subject regulation asserts that Institutional Review Boards (IRBs) have failed at the task of regulating human subjects research. These critiques of IRB law can be grouped into three loose categories: critiques of IRB law as law, critiques of IRBs as regulation, and critiques of IRBs as a system of norm creation. Moving beyond critique, we rethink the literature on IRBs drawing on the tools and scholarship of the social sciences. In particular, we examine human subjects regulation as an insufficient remedy to inequalities between weak and powerful actors, as a site of professional claims- and career-making, and as an occasion for institutionalization. Finally, distinguishing between the regulation of science and the regulation of ethics, we observe that the latter is far more difficult because ethics are contextual and subject to social construction. For these reasons, IRBs often substitute bureaucratic ethics for professional ethics.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131454,Dec-10,Vol. 6,601-626 ,
289,Conflict Resolution in Organizations, Calvin Morrill and  Danielle S. Rudes,"Two meta-theoretical traditions mark research on conflict resolution in organizations: the rationalist tradition, which portrays organizations as goal-directed collectivities and conflict resolution as a threat to efficiency and performance; and the cultural tradition, which portrays organizations as normative collectivities constituted by ongoing social interaction, interpretive dynamics, and institutional environments, and emphasizes the interplay of law and social inequalities in interpersonal and collective organizational conflict resolution. Within these traditions, we distinguish between structural and processual styles of research, noting the empirical methods favored in each tradition, research that blurs the boundaries between the traditions, and vanguard scholarship. Finally, we discuss several potential areas of research that could enhance meaningful intellectual exchange between the traditions.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.3.081806.112717,Dec-10,Vol. 6,627-651 ,
290,"On Law, Organizations, and Social Movements"," Lauren B. Edelman, ,  Gwendolyn Leachman, , and  Doug McAdam, ","This review examines the complex interplay among social movements, organizations, and law. Although the sociological literature has recently been attentive to each pair of two of these social arenas—that is, to social movements and organizations, to organizations and law, and to law and social movements—there has been no effort to theorize the relationship among all three of them. We review the literature on each pair of institutions and then suggest ways in which insights about the omitted institution might inform extant work. Finally, we offer a new framework for examining social movements, organizations, and law together. Envisioning the three social arenas as overlapping and mutually constitutive social fields, we suggest that institutional change may occur when exogenous shocks produce contention and settlement in adjacent fields or when endogenous motion occurs as ideas within one field gradually influence practices in adjacent fields.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102209-152842,Dec-10,Vol. 6,653-685 ,
291,Morality in the Law: The Psychological Foundations of Citizens’ Desires to Punish Transgressions,,"Evidence from a number of research methods converges to suggest that when a person registers a transgression against self or others, the person experiences an intuitively produced, emotionally tinged reaction of moral outrage. The reaction is driven by the just deserts–based retributive reactions of the person to the transgression rather than, for instance, considerations of the deterrent force of the punishment. In experimental games arranged so that trust and fairness transgressions occur, participants punish transgressors and experience rewarding brain states while doing so, and they punish even if they were not themselves the target of the violation. What, if any, implications does this have for the punishment component of societal systems of justice? Would it be possible to construct sentencing practices that, to some extent, incorporated citizens’ sense of just punishments? What would be gained by doing so? And what would be lost?",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172335,1-Dec-09,Vol. 5,1-24,
292,Experimental Law and Economics, Rachel Croson,"Over the past 30 years, experimental economics has grown as a specialization and is now viewed as an appropriate methodology with which to study economics questions. This methodology has been applied to law and economics as well. This article reviews three streams of research in experimental law and economics: the Coase Theorem, Legal Institutions, and the Foundations of Law. The hope is to provide some examples of how experimental research can inform law and economics and to highlight avenues for future research.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131609,1-Dec-09,Vol. 5,25-44 ,
293,The Challenge of Empirical Research on Business Compliance in Regulatory Capitalism, Christine Parker and  Vibeke Nielsen,"Regulatory capitalism—a social, political, and economic order characterized by a proliferation of both markets and state and nonstate attempts to regulate markets and business conduct—creates the opportunity for theoretically and politically significant research on compliance. The plural and decentered nature of regulation, and therefore of compliance, in regulatory capitalism creates significant complexity and difficulty for social scientists in the conceptual definition and operationalization of regulatory compliance, however. We survey the different ways in which empirical researchers have studied business compliance with regulation, and their strengths and weaknesses. In doing so, we review and interrogate the literature on regulatory compliance to understand what it is that researchers study when we study business compliance with regulation, and what we might have been missing or assuming.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131555,1-Dec-09,Vol. 5,45-70 ,
294,"Welfare, Workfare, and Citizenship in the Developed World", Joel F. Handler,"This review discusses the changes in welfare policies and the role of law in those changes in the United States and the developed world. In 1996, the U.S. Congress and President Clinton committed to “ending welfare as we know it” and changed welfare to workfare. Under the “work first” strategy, recipients are pressured to take the first entry-level job they are offered. Caseworkers, overworked and undertrained, are under pressure to produce favorable statistical results. They concentrate on those who are the most employable or take the least amount of time to become employable. Left out are those who have significant barriers to employment. There has been a rapid decline in welfare caseloads. Most who left the rolls have been sanctioned, have been denied entry to welfare, have taken low-paid work, and remain in poverty. This welfare-to-work strategy has spread to other parts of the developed world. Faced with sluggish economies and growing unemployment, welfare states have been changed from passive to active. Welfare has become targeted and conditional, in what is now termed active labor market policy. Management of welfare programs has devolved to local governments and private organizations, termed marketization.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131551,1-Dec-09,Vol. 5,71-90 ,
295,Willpower and Legal Policy, Lee Anne Fennell,"People often act in ways that are inconsistent with their own stated desires. What, if anything, can or should legal policy do about this disjunction? In recent years, legal and social science scholarship has increasingly examined self-control and related concepts. In this review, I discuss the policy implications of this work. I begin by defining willpower, disaggregating it from other, related problems, and considering the terms of the intraself conflict it implies. Drawing on ideas that are well recognized in the literature, I divide the costs of willpower lapses and their prevention into the failure costs of bad decisions, the exercise costs associated with exerting willpower effort, and the erosion costs that individuals and society as a whole might incur over time if willpower is not regularly exercised. After surveying a variety of possible policy responses to self-control problems, I offer some suggestions for future research.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131535,1-Dec-09,Vol. 5,91-113 ,
296,"More Religion, Less Crime? Science, Felonies, and the Three Faith Factors"," John J. DiIulio, Jr.","In recent decades, as politicians and journalists have paid greater attention to religion, social scientists have too. Much attention has focused on religion in relation to various indices of social and civic well-being. There are now four different schools of thought, two academic and two popular, regarding the relationship between religion and crime. While much worthwhile scientific research has been done, religion remains a neglected variable in criminology and in criminal justice studies. The popular view that “religion reduces crime” is neither without empirical foundation nor without need for far more refined and intensive testing. This article offers a simple algorithm for future social science research on crime and religion in relation to three different faith factors, three different species of religious nonprofit organizations, three different categories of crime, and three different types of empirical research.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131603,1-Dec-09,Vol. 5,115-133 ,
297,The Political Economy of Prosecution, Sanford C. Gordon and  Gregory A. Huber,"Contemporary advances in the field of political economy, particularly those concerning the subject of delegated authority, can provide a unifying framework for analyzing the behavior and political context of criminal prosecutors in the United States. This perspective, which focuses on the extent of conflict between an official's motives and those of other actors, and the degree to which information is unevenly distributed among those actors, is well suited for studying prosecutors—the vast majority of whom are elected but whose accountability is frequently called into question. We apply this perspective to three areas in the existing literature on prosecutors: plea bargaining, courtroom communities, and public corruption prosecution.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131458,1-Dec-09,Vol. 5,135-156 ,
298,Lineups and Eyewitness Identification," Amy-May Leach,  Brian L. Cutler,  and  Lori Van Wallendael","Research on eyewitnesses has led to the development of a knowledge base about the factors that influence eyewitness identification accuracy and to changes to criminal justice policies concerning the collection of eyewitness identification evidence. In this review, we provide an overview of the field of eyewitness identifications and suggest future directions for research. First, we provide the context for the study of eyewitness identifications. Second, we review a sample of factors that affect the accuracy of eyewitness identifications, with attention to both the conditions under which crimes occur and the manner in which identification tests are conducted. Third, we review several findings about which there is some contemporary debate or controversy. Finally, we highlight opportunities for further research on eyewitness identifications by drawing upon basic research in social and cognitive psychology and lessons from actual cases.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131529,1-Dec-09,Vol. 5,157-178 ,
299,Punitive Damages, Neil Vidmar and  Matthew W. Wolfe,"Punitive damages is a controversial topic in American law. Defenders of punitive damages see these awards as a useful mechanism for sanctioning and deterring egregious conduct, particularly the conduct of corporations not subject to the sanctions of the criminal law but still harmful to society. Opponents of punitive damages argue that they are capriciously and unfairly awarded by juries and that the threats of large punitive awards stifle the invention of new products and harm America's business competitiveness in the world. Much of the focus of the controversy involves the role of the jury in awarding punitive damages. This article presents the historical and doctrinal background to punitive damages and then reviews the empirical evidence bearing on the subject. It concludes by presenting future research issues.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131520,1-Dec-09,Vol. 5,179-199 ,
300,Does the Process of Constitution-Making Matter?," Tom Ginsburg,  Zachary Elkins, and  Justin Blount","Constitution-making is a ubiquitous but poorly understood phenomenon. There is much speculation but relatively little evidence about the impact of different design processes on constitutional outcomes. Much of the debate reduces to the question of who is involved in the process and when. We consider two central issues in this regard. The first is the problem of institutional self-dealing, or whether governmental organs that have something to gain from the constitutional outcome should be involved in the process. The second has to do with the merits of public involvement in the process. Both of these concerns have clear normative implications and both are amenable to straightforward social scientific analysis. This article surveys the relevant research on constitution-making, describes the conceptual issues involved in understanding constitution-making, reviews the various claims regarding variation in constitution-making processes, and presents a set of baseline empirical results from a new set of data on the content and process of constitution-making.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172247,1-Dec-09,Vol. 5,201-223 ,
301,The New Legal Pluralism, Paul Schiff Berman,"Scholars studying interactions among multiple communities have often used the term legal pluralism to describe the inevitable intermingling of normative systems that results from these interactions. In recent years, a new application of pluralist insights has emerged in the international and transnational realm. This review aims to survey and help define this emerging field of global legal pluralism. I begin by briefly describing sites for pluralism research, both old and new. Then I discuss how pluralism has come to be seen as an attractive analytical framework for those interested in studying law on the world stage. Finally, I identify advantages of a pluralist approach and respond to criticisms, and I suggest ways in which pluralism can help both in reframing old conceptual debates and in generating useful normative insights for designing procedural mechanisms, institutions, and discursive practices for managing hybrid legal/cultural spaces.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131539,1-Dec-09,Vol. 5,225-242 ,
302,Global Legal Pluralism, Ralf Michaels,"Some challenges of legal globalization closely resemble those formulated earlier for legal pluralism: the irreducible plurality of legal orders, the coexistence of domestic state law with other legal orders, the absence of a hierarchically superior position transcending the differences. This review discusses how legal pluralism engages with legal globalization and how legal globalization utilizes legal pluralism. It demonstrates how several international legal disciplines—comparative law, conflict of laws, public international law, and European Union law—have slowly begun to adopt some ideas of legal pluralism. It shows how traditional themes and questions of legal pluralism—the definition of law, the role of the state, of community, and of space—are altered under conditions of globalization. It addresses interrelations between different legal orders and various ways, both theoretical and practical, to deal with them. And it provides an outlook on the future of global legal pluralism as theory and practice of global law.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172311,1-Dec-09,Vol. 5,243-262 ,
303,Recursivity of Global Normmaking: A Sociolegal Agenda, Terence C. Halliday,"This review proposes that the recursivity of law offers a promising framework for sociolegal and interdisciplinary research on global norm-making. The recursivity approach is systematic, generates hypotheses and questions about global actors and mechanisms, takes seriously historical contingency, and is inherently comparative across issue areas and different levels of governance. In global lawmaking, recursivity proceeds principally through the intersection of three interacting cycles of global normmaking, national lawmaking, and the interaction between the two. With particular focus on genocide and war crimes, violence against women, trade law, and climate change, the review demonstrates how four mechanisms—actor mismatch, diagnostic struggles, contradictions, and indeterminacy—drive forward these cycles of reform until the inherent tensions within them are resolved and normmaking settles. A sociolegal approach to the recursivity of global normmaking emphasizes (a) the politics of the legal complex, (b) the constitutive power of legal concepts, (c) the structure and dynamics of global regulatory institutions, and (d) the formal properties of global law. The review concludes with generalizations about global normmaking and particularly promising topics for sociolegal scholarship.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131606,1-Dec-09,Vol. 5,263-289 ,
304,Rethinking Sovereignty in International Law, Antony Anghie,"Sovereignty has always been a controversial topic in international law. The most prominent attempts to rethink sovereignty in recent times have arisen out of the policies of the Bush administration, particularly its conceptualization of self-defense and its attempts to promote democracy worldwide. This review explores the debates surrounding these initiatives and the larger theoretical issues they raise about the relationship between international law and sovereignty. International law has long struggled with the problem of how sovereign states that make international law can also be bound by it. Self-defense raises this problem in a particularly acute form because it is one of the fundamental rights of sovereignty and because it can be seen to precede the law itself. The review also explores the various ways in which the relationship between democracy and international law has been examined in the recent literature. Many of the analyses of sovereignty rely, either implicitly or explicitly, on distinctions between different types of states—democratic versus nondemocratic or, more broadly, responsible versus irresponsible states. The broad argument of this review is that the Bush administration's policies attempt to create an international legal system that resembles in many ways a return to the imperial international law of the nineteenth century.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172355,1-Dec-09,Vol. 5,291-310 ,
305,Does Torture Work? A Sociolegal Assessment of the Practice in Historical and Global Perspective, Lisa Hajjar,"Torture is absolutely prohibited and constitutes one of the core crimes under international law. There is a substantial body of sociolegal literature that addresses torture's illegality. But this article tackles the question “does torture work?” The analysis locates the practice of torture in historical and global perspective, accommodating but not constrained by post-9/11 scholarship on American torture. The titular question is treated more critically and comprehensively than a narrowly construed focus on the value and veracity of utterances produced as a result of pain and suffering. Drawing on scholarship from a variety of fields, the article addresses how torture works (i.e., why it has been used and its effects) in order to highlight the role of torture in the mutually constitutive histories of law-state-society relations. The final section uses the American case to offer conclusions about the efficacy and effects of torture.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131501,1-Dec-09,Vol. 5,311-345 ,
306,The Empirical Study of Terrorism: Social and Legal Research, Gary LaFree and  Gary Ackerman,"Social science research on terrorism has grown rapidly in recent years, aided by social and legal studies. In this review, we examine research on the causes of terrorism and the effectiveness of strategies for countering it. We define terrorism as the threatened or actual use of illegal force directed against civilian targets by nonstate actors in order to attain a political goal through fear, coercion, or intimidation. Our review of causes is divided by level of analysis into sections on individual-, group-, and macro-level explanations. Our evaluation of counterterrorism strategies includes reviews of legal, criminal justice, military, and legitimacy campaigns. Psychopathological approaches have been largely discredited; however, evidence suggests that certain experiences, attitudes, and behaviors are overrepresented among terrorists. The potential impact of ideology, leadership, popular support, Diasporic communities, and socialization on group dynamics all provide fertile areas for additional research. Terrorism feeds on the ability of groups to portray governments and their agents as illegitimate. There is also evidence for high rates of terrorism in countries that are in democratic transition or are described as failed states. Research on connections between religious motives and terrorism is mixed. Although research on the efficacy of counterterrorism methods has grown rapidly in recent years, it is still rarely evaluated with strong empirical methods. All of these conclusions are qualified by the fact that both individual- and group-level empirical data on terrorism are in short supply.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131517,1-Dec-09,Vol. 5,347-374 ,
307,Public Support for Civil Liberties Pre- and Post-9/11, John L. Sullivan and  Henriët Hendriks,"Public support for civil liberties has undergone important changes in the past 50 years, as has scholarship on this topic. Whereas the American public was very intolerant of communists, socialists, and atheists in the 1950s and 1960s, current intolerance is now focused more on Muslim Americans and right-wing racists, among other groups. What has remained consistent is the important role played in shaping citizens’ tolerant and intolerant attitudes by their individual characteristics, such as education, authoritarianism, dogmatism, religiosity, and race. Although threat perceptions have always played an important role in explaining citizens’ support for civil liberties, this variable has gained new meaning in the aftermath of the terrorist attacks of September 11, 2001. Meanwhile, improved survey methodology now allows us to understand better the extent of democratic tolerance among Americans. In this article, we review the state of the literature on public support for civil liberties prior to 9/11 and, because we believe the terrorist attacks dramatically changed the political context, after 9/11.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131525,1-Dec-09,Vol. 5,375-391 ,
308,The Expanding Purview of Cultural Properties and Their Politics, Rosemary J. Coombe,"Cultural property is a field of law and politics that has expanded dramatically in the past two decades. The review explores the international legal, political, economic, and technological terrain in which possessive relations to cultural forms have been articulated and incited, as well as the revitalization of human rights claims premised upon cultural grounds. Changing practices, behaviors, attitudes, and protocols regarding cultural heritage both index and reflect transformations in social relationships that are indicative of larger patterns of late modernity and decolonization. This premise is illustrated through considerations of changing practices in cultural heritage preservation, archaeological and curatorial relationships to indigenous heritage properties, development institutions and programs, uses of intellectual property, and the treatment of traditional knowledge and traditional cultural expression. A new body of negotiated proprieties is emerging in a space of unprecedented legal pluralism that constitutes a significant area for sociolegal inquiry.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.093008.131448,1-Dec-09,Vol. 5,393-412 ,
309,Home Away from Home: Collaborative Research Networks and Interdisciplinary Socio-Legal Scholarship,Stuart A. Scheingold,"Interdisciplinary research has long been suspect within the disciplines. Because the disciplines control recruitment, tenure, and promotion, it is difficult for interdisciplinary scholarship to gain traction in the academic world. Within socio-legal scholarship, the Law and Society Association has been instrumental in fostering interdisciplinary and, more recently, transnational research. The association's latest and certainly one of its most promising interdisciplinary and international initiatives is the creation of Collaborative Research Networks (CRNs). These CRNs, while of relatively recent origin, have already contributed impressively. On the one hand, they have established structures and processes that provide opportunities, training, and rewards for interdisciplinary scholars. On the other hand, the CRNs have demonstrated the multiplicity of ways in which socio-legal scholarship can bring all manner of research tools to bear on topics that cross disciplinary and national boundaries—incorporating the global and the local as well as the mediating forces and institutions betwixt and between.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172346,1-Dec-08,Vol. 4,1-12,
310,"Conditionality: Forms, Function, and History", Sarah L. Babb* and  Bruce G. Carruthers*,"The International Monetary Fund (IMF) is famous for its practice of conditionality—making the disbursement of resources to national governments contingent on the performance of certain policies. We survey the history of conditionality and show that the IMF is only one of many organizations that have historically engaged in this practice. Conditionality can be imposed by either private lenders (such as banks) or official organizations (such as international financial institutions), through a range of policy instruments, and to serve different kinds of goals. Over the course of the twentieth century, the conditionality of private lenders came to be replaced by official conditionality and was increasingly applied exclusively to the governments of developing countries. Today, conditionality is being used by more official organizations to address a broader range of goals than ever before. At the same time, however, conditionality is beset by critics who argue that it is illegitimate or ineffective. In response to such criticisms, the IMF and other practitioners of conditionality have developed new techniques and have attempted to bolster their legitimacy by making their operations more transparent and by emphasizing recipient-country participation.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172254,1-Dec-08,Vol. 4,13-29 ,
311,"Organizations, Regulation, and Economic Behavior: Regulatory Dynamics and Forms from the Nineteenth to Twenty-First Century", Marc Schneiberg* and  Tim Bartley*,"Current scholarship suggests that instead of fueling deregulation and a race to the bottom, globalization and neoliberalism often go hand in hand with the expansion of regulatory rules and agents. We survey efforts to address this paradox. Building on analyses of nineteenth- and twentieth-century regulation, research on the current period has produced two critical analytical advances. It has developed new, multilevel conceptions of globalization, international interdependence, and their effects on regulation. Moreover, in grappling with new regulatory experiments, research has moved beyond command and control to reconceptualize regulation as an institutional form. Yet in its haste to understand the new century, this research has barely begun to produce systematic analyses of whether and how new forms are translated into practice and shape organizational behavior. It also assumes discontinuity between new forms and their bureaucratic predecessors, leaving unexplored how concepts developed for the new century can shed new light on pre-twenty-first-century forms. We propose strategies for future research on both these fronts.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172338,1-Dec-08,Vol. 4,31-61 ,
312,The Political Economy of American Indian Gaming, Stephen Cornell,"Since the late 1980s, the commercial gaming industry has grown rapidly on American Indian reservations. Today, more than 200 Indian nations own more than 400 gaming operations in 28 states, yielding revenues in 2006 of more than $25 billion. How did this come about and what are the effects on Indian nations and on non-Native communities? The organization of contemporary Indian gaming operations has its roots in tribal-state conflicts dating to the late 1970s. It is a governmental activity, carried out by tribal governments on the basis of the preexisting rights of Indian nations, although it has been substantially constrained by congressional legislation and federal court decisions. While gaming's effects are unevenly distributed across tribes, its political, economic, and social impacts on many Indian reservations have been significant and positive, and it has had positive economic effects on many non-Native communities as well, particularly in distressed areas. But our understanding of gaming's effects is hindered by a lack of comprehensive case studies of gaming-related tribal decision making and of gaming's effects on both Native and non-Native communities.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172343,1-Dec-08,Vol. 4,63-82 ,
313,After Inclusion," Devon Carbado,  Catherine Fisk, and  Mitu Gulati","What forms of discrimination are likely to be salient in the coming decade? This review flags a cluster of problems that roughly fall under the rubric of inclusive exclusions or discrimination by inclusion. Much contemporary discrimination theory and empirical work is concerned not simply with mapping the forces that keep people out of the labor market but also with identifying the forces that push them into hierarchical structures within workplaces and labor markets. Underwriting this effort is the notion that, although determining what happens before and during the moment in which a prospective employee is excluded from an employment opportunity remains crucial to antidiscrimination theory and practice, significant employment discrimination problems can occur after a person is hired and becomes an employee. These problems transcend racial and sexual harassment. They include a range of subtle institutional practices and interpersonal dynamics that create systemic advantages for some employees and disadvantages for others. We predict that the next generation of race discrimination scholarship will engage these “after inclusion” workplace difficulties theoretically, empirically, and doctrinally.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev.lawsocsci.4.110707.172323,1-Dec-08,Vol. 4,83-102 ,
